nomcom;numdep;insee;geo_point_2d;geo_shape;shape_leng;shape_area
Asnières-sur-Seine;92;92004;48.9153530123, 2.2880384663;"{""type"": ""Polygon"", ""coordinates"": [[[2.284270341799326, 48.90228379773864], [2.276380966601863, 48.906544133522566], [2.266398166116926, 48.90629455274236], [2.26545291890091, 48.909472345197436], [2.279358373227524, 48.91812724563633], [2.27331440152133, 48.92684997013363], [2.27303937214216, 48.93383585141546], [2.28278811409564, 48.93164634937702], [2.28726404650304, 48.921753773092625], [2.298808127106249, 48.91472636332609], [2.31766970471796, 48.920608808831574], [2.322020747096716, 48.91867302900515], [2.319818645919999, 48.91593565477114], [2.313758259741168, 48.91402154218432], [2.287389258968528, 48.90364238146718], [2.284270341799326, 48.90228379773864]]]}";13415.8266755;5201354.49998
Meulan;78;78401;49.0064171984, 1.91317556338;"{""type"": ""Polygon"", ""coordinates"": [[[1.881045108482429, 48.99377857648101], [1.888038124493547, 48.998438980400934], [1.90528781814865, 49.00485661925938], [1.899708233134976, 49.01401423405358], [1.907059474812919, 49.012255860644295], [1.914951705162497, 49.015987510522486], [1.919474002824033, 49.01482327633622], [1.936111079053106, 49.010214728190014], [1.937101530401385, 49.00657244197617], [1.881045108482429, 48.99377857648101]]]}";10987.5356182;3521930.49999
Mantes-la-Jolie;78;78361;48.9981665392, 1.69337806821;"{""type"": ""Polygon"", ""coordinates"": [[[1.727270503353248, 48.984862474844846], [1.718442276019606, 48.982691026847164], [1.702551852028804, 48.98923824469279], [1.664047704508947, 48.99487719717152], [1.656069533455543, 48.99738718089917], [1.65797627080911, 49.00611403787292], [1.670579802585433, 49.00825980191207], [1.708391598531212, 49.008294961112966], [1.719248306819146, 49.00099194745773], [1.727270503353248, 48.984862474844846]]]}";13318.5780179;8979886.50001
Auffreville-Brasseuil;78;78031;48.954418567, 1.70514751215;"{""type"": ""Polygon"", ""coordinates"": [[[1.698418442664406, 48.94366825534049], [1.694269551887151, 48.94577262891752], [1.694827621004398, 48.952371071494134], [1.699335970963946, 48.95775328396804], [1.702412125265691, 48.96364142558695], [1.719225650236364, 48.96143890642571], [1.710209937694746, 48.94938078542596], [1.698418442664406, 48.94366825534049]]]}";6316.60140633;2281715.00002
Moisselles;95;95409;49.0459598728, 2.33744939306;"{""type"": ""Polygon"", ""coordinates"": [[[2.340479931674323, 49.03843941450036], [2.33772692013806, 49.04410719715253], [2.324541720830554, 49.04508583456299], [2.321950768254485, 49.050754142214956], [2.335293520600364, 49.051476127681326], [2.351985943106092, 49.04472448656872], [2.351719170161091, 49.04198949432901], [2.340479931674323, 49.03843941450036]]]}";5917.94856782;1590229.5
Villeneuve-le-Comte;77;77508;48.8115357459, 2.83836128857;"{""type"": ""Polygon"", ""coordinates"": [[[2.857219696346214, 48.78855735635999], [2.862063175525255, 48.79448992234371], [2.857892353099356, 48.79645465910194], [2.852786520739574, 48.79677225267158], [2.847385175544412, 48.791054460542476], [2.832128282433762, 48.79046739638367], [2.815401942254144, 48.797502812206076], [2.80470414297529, 48.804141137187315], [2.806267692354182, 48.82672652820128], [2.803030137156004, 48.82920343684943], [2.812501621724072, 48.83177279897648], [2.832435950371334, 48.83029149069933], [2.84114437826059, 48.833460067093974], [2.849627215923918, 48.83018843241825], [2.856359569757133, 48.82906353383815], [2.867107605030852, 48.818166859449335], [2.87547776852791, 48.81473134209342], [2.869448794135079, 48.791467330863775], [2.857219696346214, 48.78855735635999]]]}";18721.2376568;19137387.5
Saint-Vrain;91;91579;48.5373210479, 2.32289078443;"{""type"": ""Polygon"", ""coordinates"": [[[2.324144816482853, 48.518658767291136], [2.299159973442293, 48.52377679975831], [2.295340735404412, 48.52983557305637], [2.303967509469326, 48.54114040552736], [2.294405488945662, 48.54297320486879], [2.29954723827506, 48.551567730509824], [2.306624643560822, 48.54714723040224], [2.317022752922143, 48.55291979421499], [2.339449314507339, 48.555016550051946], [2.34275603831907, 48.55283088682573], [2.35709899448608, 48.53681562649739], [2.341497217748613, 48.53762084303348], [2.338447633260907, 48.521644973438136], [2.324144816482853, 48.518658767291136]]]}";15689.7261427;11952000.0
Fontaine-la-Rivière;91;91240;48.3602367763, 2.16482780211;"{""type"": ""Polygon"", ""coordinates"": [[[2.156030599315188, 48.34828031915891], [2.145898593433603, 48.362945498406525], [2.152642446912629, 48.36757357610333], [2.16648748662154, 48.36472963860766], [2.174064196806281, 48.3689034687415], [2.178830579602618, 48.3680548568777], [2.188440136157078, 48.36047332961477], [2.170998491038817, 48.356078818449994], [2.156030599315188, 48.34828031915891]]]}";8569.81136436;3665712.00001
Draveil;91;91201;48.6778413772, 2.42197801862;"{""type"": ""Polygon"", ""coordinates"": [[[2.429370468774642, 48.653558716681005], [2.407056815699062, 48.66741901766303], [2.396339541081234, 48.67353575082402], [2.385900735215726, 48.68348474452221], [2.389918982964489, 48.6918615436903], [2.400579260004065, 48.70177381629326], [2.417511412624852, 48.69441907777303], [2.427233225682148, 48.695005842256805], [2.445892860535137, 48.679191247638705], [2.454741723624092, 48.68248815915627], [2.464023051113638, 48.67286080613511], [2.429370468774642, 48.653558716681005]]]}";16763.3438822;15655555.5
Pierre-Levée;77;77361;48.8973865093, 3.03672367575;"{""type"": ""Polygon"", ""coordinates"": [[[3.041865873569866, 48.87111401972803], [3.039480746117472, 48.87188823584999], [3.035074426388518, 48.887816247887095], [3.01506974804173, 48.89070717137699], [2.99983631923231, 48.89942223512739], [3.01504925116556, 48.914160487426386], [3.019292145539501, 48.913170677643734], [3.022623592530693, 48.918673641885185], [3.027098968224628, 48.91825005620455], [3.036969577423077, 48.90646690938929], [3.053402644624053, 48.91446427630121], [3.057903284514472, 48.91277154953517], [3.061830418719306, 48.899424260879485], [3.068998915904616, 48.89476203261883], [3.06167861180859, 48.88642058306283], [3.052757132377566, 48.88335823989544], [3.054004785613473, 48.87675680668711], [3.041865873569866, 48.87111401972803]]]}";17540.3517022;13022206.5
Montarlot;77;77299;48.3513975864, 2.85826669265;"{""type"": ""Polygon"", ""coordinates"": [[[2.870936252571923, 48.34416280792519], [2.853308973806081, 48.33977873635425], [2.84382955824396, 48.34176395634525], [2.841321315718907, 48.35455432547014], [2.853726972525159, 48.3641879781809], [2.858468893204151, 48.36308712164517], [2.877699954212657, 48.354867372023975], [2.879157307890434, 48.34921878627379], [2.870780484644704, 48.34714064134516], [2.870936252571923, 48.34416280792519]]]}";8669.82317302;4979826.99999
Dammartin-en-Goële;77;77153;49.0541690491, 2.67926104225;"{""type"": ""Polygon"", ""coordinates"": [[[2.659744311087973, 49.029301772956494], [2.658493032185593, 49.03659058734194], [2.668511876856351, 49.04392895338595], [2.668886535893483, 49.05381184103222], [2.660160512720128, 49.06181697804737], [2.646017484952161, 49.06508504129642], [2.654091909727127, 49.06903785263097], [2.674107383928918, 49.06553315630603], [2.6808542276445, 49.069867188386205], [2.691154522021748, 49.0706224102091], [2.690023250456776, 49.06756239011617], [2.703080625224563, 49.064736059861026], [2.704830359900261, 49.05061458949118], [2.681073457801052, 49.04310874972723], [2.674880866956328, 49.03381264587943], [2.669688734386512, 49.03309711599001], [2.659744311087973, 49.029301772956494]]]}";16114.0898418;8927330.0
Villiers-le-Sec;95;95682;49.0743088682, 2.38688959984;"{""type"": ""Polygon"", ""coordinates"": [[[2.375177562117222, 49.06352340384153], [2.36725131455565, 49.06829250836896], [2.370400129694798, 49.072696994714505], [2.375567671637036, 49.0720405869322], [2.375936580985816, 49.075504293615325], [2.396421051019481, 49.086488722391984], [2.404910928915308, 49.082709641621356], [2.394342908576212, 49.06867487473146], [2.375177562117222, 49.06352340384153]]]}";8033.12498092;3343453.99999
Clos-Fontaine;77;77119;48.6035279611, 3.01423593373;"{""type"": ""Polygon"", ""coordinates"": [[[3.035677189359355, 48.59321364870808], [3.026471181735508, 48.59607653619841], [3.016801343982002, 48.593568623999886], [2.987753015555052, 48.601853768652404], [2.985581642735446, 48.60680985965648], [2.993760521948593, 48.60776405398544], [3.011897161712802, 48.614195128638954], [3.036121255324206, 48.607911655902754], [3.035677189359355, 48.59321364870808]]]}";10101.0776436;5595651.99999
Maisons-Alfort;94;94046;48.8063923267, 2.43818248906;"{""type"": ""Polygon"", ""coordinates"": [[[2.432746023437764, 48.7867296701856], [2.424257548922915, 48.80726717540175], [2.415904474059908, 48.81633738861282], [2.419588735738925, 48.81691294395159], [2.450787280216401, 48.81582817592106], [2.454651973942729, 48.813507487938416], [2.460632172138561, 48.809370495117264], [2.464016168795708, 48.807362108940865], [2.449732444819682, 48.80351080776514], [2.432746023437764, 48.7867296701856]]]}";10851.1193818;5369421.0
Richebourg;78;78520;48.8248023552, 1.63460154303;"{""type"": ""Polygon"", ""coordinates"": [[[1.62005324865026, 48.801380857421606], [1.619150623926441, 48.80821562762373], [1.608708426105516, 48.8198419478032], [1.621940989187509, 48.82888209418155], [1.620389342136468, 48.84478489589563], [1.623661860745411, 48.84884320321232], [1.643457766002471, 48.83863552686868], [1.64855931458672, 48.83895412224756], [1.652197378614889, 48.84528242287145], [1.658914411297187, 48.84163414446019], [1.652073565555278, 48.823199039687424], [1.656204439236224, 48.82148255680226], [1.651272574321426, 48.812036412529], [1.628816147810529, 48.8036854849965], [1.625488395219268, 48.804915556823836], [1.62005324865026, 48.801380857421606]]]}";15870.5996191;11073218.0
Ecuelles;77;77166;48.3579378579, 2.8311102415;"{""type"": ""Polygon"", ""coordinates"": [[[2.81582072549112, 48.33177296590232], [2.815768252344853, 48.335200772445944], [2.798811584700986, 48.347975957877374], [2.816240206841728, 48.35462604131628], [2.822431259173861, 48.360087616537804], [2.827979434211062, 48.37673996607535], [2.823448377102824, 48.382860104002646], [2.838795934621476, 48.38576092442531], [2.84617671630436, 48.37907715137254], [2.857075322285237, 48.36914932897964], [2.858468893204151, 48.36308712164517], [2.853726972525159, 48.3641879781809], [2.841321315718907, 48.35455432547014], [2.84382955824396, 48.34176395634525], [2.81582072549112, 48.33177296590232]]]}";16903.0496902;11650548.5
Rampillon;77;77383;48.5410434258, 3.07288099272;"{""type"": ""Polygon"", ""coordinates"": [[[3.10784802833531, 48.52871747346143], [3.094595090375702, 48.5246986693046], [3.08818801310568, 48.515797774950194], [3.059065431400037, 48.51812773593351], [3.049158886340719, 48.5238895380076], [3.037640773974005, 48.53289845406026], [3.042083084776551, 48.54933196962033], [3.035897331345896, 48.558275556330535], [3.042487414007453, 48.56340980489992], [3.05240856525164, 48.56405352115185], [3.095271254507197, 48.5614452165473], [3.105295907627727, 48.54600941531228], [3.113593013844008, 48.542367553181855], [3.113652321701957, 48.53222938828253], [3.108775618191647, 48.53191010500551], [3.10784802833531, 48.52871747346143]]]}";18689.4261201;22835649.0
Drancy;93;93029;48.9234246259, 2.44492688692;"{""type"": ""Polygon"", ""coordinates"": [[[2.47521437825704, 48.91641135374978], [2.456591346840314, 48.910977524018364], [2.413493843692188, 48.91926364381447], [2.422030051684826, 48.92962896784936], [2.440409478269782, 48.932620882543326], [2.444335049406138, 48.934401736610596], [2.442243793128096, 48.93721575644169], [2.452110603494979, 48.9387360778221], [2.456106649499913, 48.93647011711602], [2.462157707825221, 48.93079599781056], [2.464500195981806, 48.92068053991053], [2.474266131597347, 48.91843060128735], [2.47521437825704, 48.91641135374978]]]}";12210.0727365;7553320.0
Précy-sur-Marne;77;77376;48.932278559, 2.76825616233;"{""type"": ""Polygon"", ""coordinates"": [[[2.786495459037862, 48.92846743846434], [2.777534319014411, 48.920816346722525], [2.750667145665618, 48.92339831681231], [2.758455314204978, 48.93894455715538], [2.757426066859711, 48.94889721306053], [2.762254411344324, 48.94995900613582], [2.771095042296177, 48.93908626543866], [2.783097954858734, 48.93810141893233], [2.786495459037862, 48.92846743846434]]]}";9724.69461361;4818148.50001
Bouffémont;95;95091;49.04157253, 2.29838457991;"{""type"": ""Polygon"", ""coordinates"": [[[2.294403726586045, 49.03024653470973], [2.274775626789959, 49.03644205854306], [2.285008821795099, 49.049128214012335], [2.307968322480283, 49.047761018878056], [2.321950768254485, 49.050754142214956], [2.324541720830554, 49.04508583456299], [2.313647004737198, 49.038325035138186], [2.304411407865266, 49.03757052092971], [2.294403726586045, 49.03024653470973]]]}";9478.456862;4588667.0
Cormeilles-en-Vexin;95;95177;49.1134329307, 2.01977916637;"{""type"": ""Polygon"", ""coordinates"": [[[2.026891610859027, 49.096519211905374], [2.018788639641945, 49.100688526619585], [1.994071710831624, 49.10275924277973], [1.991133630382485, 49.10806679059511], [2.002205792179683, 49.11559535122005], [2.011322436728187, 49.131720723429524], [2.030082450276472, 49.13090231895039], [2.043942985109399, 49.108201460727386], [2.03947837467373, 49.10005529924015], [2.034578677603832, 49.10064548892882], [2.026891610859027, 49.096519211905374]]]}";12420.6278906;9327720.49999
Mérobert;91;91393;48.4157801741, 1.99629785985;"{""type"": ""Polygon"", ""coordinates"": [[[1.977244119724055, 48.39916528953442], [1.962225669434223, 48.4043252519804], [1.965487744797709, 48.410912809265525], [1.978593912009843, 48.41662270844561], [1.994943909657336, 48.429565364672506], [2.01131530755978, 48.437485400357815], [2.020889499748031, 48.437420832805834], [2.017462878491295, 48.43483734438714], [2.020537159864253, 48.414979098106016], [2.005404289715671, 48.401177316438876], [1.995741981079215, 48.40266141208426], [1.977244119724055, 48.39916528953442]]]}";13924.3974974;10356705.5
Marcilly;77;77274;49.0370437307, 2.88048254724;"{""type"": ""Polygon"", ""coordinates"": [[[2.898000161679894, 49.024426364745665], [2.884100626420538, 49.02794753158476], [2.876012474409458, 49.02511602647535], [2.869464206949758, 49.03009953210693], [2.854161478511489, 49.0304775604466], [2.853557118895238, 49.036276502543245], [2.862746809089659, 49.04685257544011], [2.871957866968443, 49.04474072034807], [2.881721309674507, 49.051988979866714], [2.898317907396301, 49.04370491243264], [2.90309818082485, 49.04013917259568], [2.903910005984176, 49.03011405219815], [2.898000161679894, 49.024426364745665]]]}";11337.3365302;7276694.49999
Favrieux;78;78231;48.9448446994, 1.64166996008;"{""type"": ""Polygon"", ""coordinates"": [[[1.656616023157105, 48.939780393037985], [1.648555720429354, 48.936829731473246], [1.62916913289144, 48.94100756157239], [1.620321348220125, 48.943604203134655], [1.630992042609132, 48.95163211362953], [1.648473672413872, 48.951021035671516], [1.653432699877228, 48.95094193480994], [1.659033617153246, 48.94556349718777], [1.656616023157105, 48.939780393037985]]]}";7103.66623964;3158404.0
Montcourt-Fromonville;77;77302;48.2991784842, 2.71237772012;"{""type"": ""Polygon"", ""coordinates"": [[[2.738584677220672, 48.294118150011954], [2.725520187136748, 48.28876211384408], [2.720239279847015, 48.28291941331516], [2.691918501131918, 48.289516152579324], [2.692661479244638, 48.29157849098317], [2.690775633461315, 48.30736392644885], [2.695286535883918, 48.31326884156813], [2.719159217254691, 48.31357980783702], [2.74188243435552, 48.29527705140503], [2.738584677220672, 48.294118150011954]]]}";11541.1170894;8704258.0
Longvilliers;78;78349;48.5741940135, 1.99920343837;"{""type"": ""Polygon"", ""coordinates"": [[[2.01757406029729, 48.557597387423456], [1.98299021865629, 48.55682991254229], [1.97966430224122, 48.554336450342944], [1.962684634560514, 48.56048697031533], [1.958298925586164, 48.575895135733674], [2.002480211887566, 48.58092469154353], [2.010950235740966, 48.5890288263997], [2.009650894728839, 48.59894054967919], [2.018857199968388, 48.60126575487823], [2.033046952271835, 48.59819731628198], [2.03574128622387, 48.58887241891704], [2.021920169559012, 48.578153351728396], [2.01757406029729, 48.557597387423456]]]}";18361.5518444;14466618.5
