nomcom;numdep;insee;geo_point_2d;geo_shape;shape_leng;shape_area
Videlles;91;91654;48.4683664138, 2.42068572026;"{""type"": ""Polygon"", ""coordinates"": [[[2.444672047430658, 48.45263887700134], [2.412700367714457, 48.45627251706659], [2.407660084975854, 48.46065574026465], [2.399871546013018, 48.460418702930575], [2.403837375831907, 48.46972298791919], [2.385747754680922, 48.473328304147756], [2.391371982315157, 48.480689284867985], [2.400834819356814, 48.47794854085381], [2.41518271776247, 48.48113278334931], [2.436206338780356, 48.48030782569925], [2.436524087664635, 48.47717862280577], [2.445053291047977, 48.4754375162822], [2.441995942878931, 48.46902679440355], [2.444672047430658, 48.45263887700134]]]}";14001.8576114;9011929.0
Enghien-les-Bains;95;95210;48.97016048, 2.30485955429;"{""type"": ""Polygon"", ""coordinates"": [[[2.31317673848308, 48.96222004237927], [2.298617176537093, 48.966353332872174], [2.293576627602871, 48.97042439396771], [2.297857372031569, 48.975080722499705], [2.303379426006342, 48.97891677436061], [2.307017294997444, 48.97759795552954], [2.310849159356492, 48.97193672433095], [2.315934055542482, 48.96440303577186], [2.31317673848308, 48.96222004237927]]]}";5163.80298903;1621671.0
Bruyères-sur-Oise;95;95116;49.1610125293, 2.32878300621;"{""type"": ""Polygon"", ""coordinates"": [[[2.338580218524824, 49.145671030340615], [2.329938261166365, 49.14201780380559], [2.322738714305511, 49.146571953172156], [2.311918280473377, 49.15016994668642], [2.310592807616049, 49.18487621002128], [2.32177694355244, 49.18443621913804], [2.359295696799116, 49.1473475243682], [2.351486897351877, 49.14487812227242], [2.338580218524824, 49.145671030340615]]]}";13572.330879;9444525.00003
Claye-Souilly;77;77118;48.9429697515, 2.67523211808;"{""type"": ""Polygon"", ""coordinates"": [[[2.67106815830867, 48.923287182108396], [2.660678251211213, 48.93032648535752], [2.645187371063745, 48.93033557906497], [2.636460452917778, 48.93309715692638], [2.636741479251542, 48.94367334457339], [2.643350853897473, 48.95335118355406], [2.653194165163208, 48.95561918951182], [2.674584928304008, 48.95665933068266], [2.681438909289037, 48.95235235534631], [2.690721292198742, 48.95504742535107], [2.705912688991732, 48.953754763441815], [2.723410285392201, 48.960270959102196], [2.724226764631402, 48.95824055324883], [2.72009816422712, 48.94895076149799], [2.710103788289418, 48.941652045864345], [2.697739488965583, 48.93866294424961], [2.694718405290039, 48.93242339656103], [2.683400962189556, 48.92611713923211], [2.673479237944188, 48.92615346390408], [2.67106815830867, 48.923287182108396]]]}";17931.4468469;15149600.5
Melz-sur-Seine;77;77289;48.5040892203, 3.39694181186;"{""type"": ""Polygon"", ""coordinates"": [[[3.384093581302676, 48.478029192497985], [3.382610481879766, 48.478753673728825], [3.35854341802973, 48.51109758181075], [3.395380102658061, 48.52858568971581], [3.405398135568523, 48.528021195224056], [3.424828404766602, 48.512372443225594], [3.434908633778626, 48.49685383110305], [3.434637384957057, 48.49025168753388], [3.420498458956408, 48.490752383575575], [3.40374729105766, 48.48598857955684], [3.384093581302676, 48.478029192497985]]]}";17194.2536557;18820706.0
Paris 8ème;75;75108;48.8725272666, 2.31258256042;"{""type"": ""Polygon"", ""coordinates"": [[[2.320781393695372, 48.86307865626878], [2.301556199832536, 48.86348063063825], [2.295145331385797, 48.87386647602378], [2.301813412942969, 48.87886991106934], [2.327115254528242, 48.88348448668914], [2.325754809597833, 48.869546095073325], [2.320781393695372, 48.86307865626878]]]}";7683.65193804;3853518.50001
Guercheville;77;77220;48.2597174707, 2.55771818167;"{""type"": ""Polygon"", ""coordinates"": [[[2.546726372671747, 48.24262116421033], [2.53447561917327, 48.250950485024134], [2.540561512781101, 48.256013019808535], [2.539562830828443, 48.265456703537936], [2.548701870285949, 48.26835318024591], [2.545126675527632, 48.2781648632525], [2.554077375921145, 48.28131209552797], [2.556179562661858, 48.27819785062296], [2.566179095845739, 48.27683132531822], [2.57802164057613, 48.26574414282874], [2.576068103569985, 48.25562378515569], [2.57272376594561, 48.244337589564985], [2.546726372671747, 48.24262116421033]]]}";12697.4073704;9286308.5
Perreux-sur-Marne (le);94;94058;48.8423952383, 2.50406848573;"{""type"": ""Polygon"", ""coordinates"": [[[2.504679851760672, 48.82972494684114], [2.497599519350123, 48.83081062067052], [2.491523260867017, 48.84763882832876], [2.499717550238719, 48.85567752564453], [2.503941324504541, 48.85723297930669], [2.513670428920088, 48.8501681266457], [2.511701114233563, 48.8436398477218], [2.516994873460105, 48.83406525167816], [2.514734807466692, 48.83098929530885], [2.504679851760672, 48.82972494684114]]]}";7955.92499866;3803982.00001
Baulne;91;91047;48.4949687726, 2.38140884118;"{""type"": ""Polygon"", ""coordinates"": [[[2.41518271776247, 48.48113278334931], [2.400834819356814, 48.47794854085381], [2.391371982315157, 48.480689284867985], [2.384237742194355, 48.48556449582931], [2.364610483918288, 48.49040908553175], [2.351210349229127, 48.48503782962253], [2.346602093748158, 48.48669488155313], [2.352288421020651, 48.48979376405596], [2.3663735195464, 48.51029111625142], [2.40622384994851, 48.503938740264346], [2.4065133083858, 48.5022848950617], [2.39878648307132, 48.49848564810455], [2.397308111003061, 48.488132498122155], [2.41518271776247, 48.48113278334931]]]}";15386.7957484;8422567.5
Paris 4ème;75;75104;48.854228282, 2.35736193814;"{""type"": ""Polygon"", ""coordinates"": [[[2.364320760755927, 48.846167205800846], [2.344559180836944, 48.85399290271935], [2.350088493587315, 48.86195533215501], [2.368401725374004, 48.855739961952956], [2.369018230803883, 48.853225030730094], [2.364320760755927, 48.846167205800846]]]}";5316.53005304;1703035.0
Saint-Méry;77;77426;48.570308165, 2.83791524459;"{""type"": ""Polygon"", ""coordinates"": [[[2.854053028673465, 48.52894667789258], [2.838105040178246, 48.553160289410336], [2.827884694245496, 48.562528269700415], [2.823438586772937, 48.56280061416698], [2.815427960805601, 48.57081240687584], [2.824864597523068, 48.590292626965756], [2.833787142246282, 48.59873397382372], [2.853097530935595, 48.59445964644054], [2.854705318806692, 48.59170907022764], [2.854931718897356, 48.58830013435874], [2.842964505304216, 48.58196123642909], [2.839314160731625, 48.56538682718678], [2.855928958134903, 48.54615766991701], [2.860622633174896, 48.533704294847304], [2.854053028673465, 48.52894667789258]]]}";18851.9561811;9839298.00003
Chapelle-en-Vexin (la);95;95139;49.1835139361, 1.72855495896;"{""type"": ""Polygon"", ""coordinates"": [[[1.722190083247494, 49.17200566591446], [1.718979319040093, 49.173185430736886], [1.712019605874024, 49.17841628180954], [1.725864323402237, 49.19433473087522], [1.739233625518333, 49.192380371713554], [1.742694623806434, 49.179801433157046], [1.735399641023474, 49.17523824028779], [1.725579037708575, 49.17695102667029], [1.7211906801331, 49.17526802719702], [1.722190083247494, 49.17200566591446]]]}";7716.09439891;3309752.5
Boullay-les-Troux;91;91093;48.6753515056, 2.04828313772;"{""type"": ""Polygon"", ""coordinates"": [[[2.066511580703987, 48.686899239571446], [2.068271578379628, 48.677333110167126], [2.055361177000532, 48.67242804375131], [2.051973961269218, 48.66298303928094], [2.042071987087784, 48.66386637824308], [2.028902045077304, 48.663741819935815], [2.033637154413018, 48.67866758234983], [2.037629292827111, 48.68022007128578], [2.042551609691257, 48.6806914703136], [2.045836488373521, 48.686780582203475], [2.055658738541333, 48.68678680606566], [2.066511580703987, 48.686899239571446]]]}";9595.98399845;4915096.49998
Guernes;78;78290;49.0153671856, 1.64238528866;"{""type"": ""Polygon"", ""coordinates"": [[[1.65797627080911, 49.00611403787292], [1.637020400241271, 49.00401625754673], [1.614141978738676, 49.01204609300883], [1.617036579851302, 49.02810540843478], [1.618329690702562, 49.028848741187225], [1.626314179065576, 49.02480350720774], [1.636215679876303, 49.02581570382604], [1.674538185087583, 49.019212295191146], [1.670579802585433, 49.00825980191207], [1.65797627080911, 49.00611403787292]]]}";11944.0651798;8035157.50002
Fontains;77;77190;48.521763357, 3.00687060558;"{""type"": ""Polygon"", ""coordinates"": [[[3.049158886340719, 48.5238895380076], [3.02938219781121, 48.51533209122958], [3.016732390475146, 48.50506129118166], [2.991444202934421, 48.50552994693558], [2.981371703495494, 48.50689616744581], [2.980907646941895, 48.517241299422125], [2.970179505128839, 48.52414784318793], [2.968550321724756, 48.53096617969895], [3.019031793741347, 48.5369329482759], [3.037640773974005, 48.53289845406026], [3.049158886340719, 48.5238895380076]]]}";15412.0667493;13994990.0
Sucy-en-Brie;94;94071;48.7656456593, 2.5330560803;"{""type"": ""Polygon"", ""coordinates"": [[[2.570168648401091, 48.75115596173791], [2.556647169370998, 48.75454229930818], [2.527075427977351, 48.75604780152829], [2.499748965754346, 48.76296989435591], [2.495153520703636, 48.76829306459689], [2.512509206288365, 48.784923144242065], [2.516863820237648, 48.786469801081104], [2.517879872886363, 48.78551155309086], [2.514895552161019, 48.78297217285815], [2.521282074829165, 48.77814118070785], [2.5355537980668, 48.77702829353258], [2.542759058384985, 48.765417797787535], [2.562726320623926, 48.76442226949501], [2.571670046323765, 48.76709893245628], [2.576330017289713, 48.76793401012813], [2.578204204586695, 48.76499059252921], [2.573005372995169, 48.76020525320052], [2.577114344361121, 48.755093221439026], [2.570168648401091, 48.75115596173791]]]}";17212.5003435;10314903.5
Angervilliers;91;91017;48.5911202876, 2.05864904136;"{""type"": ""Polygon"", ""coordinates"": [[[2.054649987117578, 48.57652871363823], [2.046044535506934, 48.57932976219226], [2.044045569696705, 48.585601911658394], [2.03574128622387, 48.58887241891704], [2.033046952271835, 48.59819731628198], [2.035012974783937, 48.604852209987165], [2.054815014596516, 48.6079616819198], [2.064207865869347, 48.596251364974385], [2.077910219523096, 48.59906603782046], [2.087153990526168, 48.59396468241842], [2.084179120494769, 48.58416331059892], [2.07367525410673, 48.57702019056954], [2.054649987117578, 48.57652871363823]]]}";12486.1799958;9116865.49999
Luzarches;95;95352;49.1151211125, 2.44082640954;"{""type"": ""Polygon"", ""coordinates"": [[[2.425931245096274, 49.09185731443037], [2.411130820690452, 49.093098490567996], [2.411038172828682, 49.09643386446754], [2.402075033574183, 49.099536628074404], [2.393561136290431, 49.09809132974225], [2.38905458530621, 49.10752746783395], [2.39165078202752, 49.11036390910595], [2.396040220197419, 49.115663924368974], [2.40783524250132, 49.12631422529642], [2.411267838610955, 49.13409042123125], [2.421427949137099, 49.13593791713504], [2.428427925708252, 49.14109626554982], [2.438907184036099, 49.14149622668894], [2.435398993223297, 49.13394532077736], [2.420116854901277, 49.13309941297074], [2.414659768329434, 49.12736362184595], [2.41554697151369, 49.12401422736989], [2.433198270741261, 49.117175454357685], [2.461295734029403, 49.136608506855865], [2.477603110301548, 49.131069985997435], [2.477004093141426, 49.127974449089464], [2.499226639589573, 49.12226972445324], [2.500955248327205, 49.11631576656988], [2.489930909122961, 49.10636117791939], [2.484187308580272, 49.10691212380608], [2.479054121016881, 49.112122915196494], [2.463549162077967, 49.11086791664888], [2.450001153528074, 49.100790397600605], [2.441758723539837, 49.103243023875685], [2.437584948828811, 49.10171302850006], [2.425931245096274, 49.09185731443037]]]}";28873.3924098;21246502.0
Fontaine-le-Port;77;77188;48.4842448988, 2.76706354211;"{""type"": ""Polygon"", ""coordinates"": [[[2.785382445822468, 48.457072462117374], [2.771011951491883, 48.46171466105056], [2.771630583130207, 48.46875987621189], [2.765647977472523, 48.47855401404694], [2.748818116917198, 48.4865351241281], [2.74486390591163, 48.487075456106304], [2.739443952610853, 48.49661746758932], [2.744042614256282, 48.502861668038705], [2.761279225746813, 48.50198895773273], [2.767966469142625, 48.492790327779936], [2.783135311611099, 48.49030010391985], [2.791641535318082, 48.47830558991065], [2.780368319616903, 48.469118214012816], [2.785382445822468, 48.457072462117374]]]}";14621.8559985;8070359.00002
Fontenailles;77;77191;48.5324483364, 2.92730889492;"{""type"": ""Polygon"", ""coordinates"": [[[2.913260099277886, 48.49165385737534], [2.899936991687075, 48.501673863553776], [2.90177213259862, 48.504796972300355], [2.911298745430428, 48.50702644797238], [2.913739294255895, 48.51301048534388], [2.893754941051513, 48.51296731261011], [2.883704540962379, 48.51478405587309], [2.88089836467138, 48.52820297127044], [2.886411523642852, 48.53401959150272], [2.905462233504422, 48.53797636725173], [2.902578410749005, 48.544468883417295], [2.913201962303148, 48.55135872987473], [2.93610725420656, 48.55702243375393], [2.939674455405102, 48.56592981962744], [2.954094312848987, 48.566853792490996], [2.958354684259102, 48.56109826660775], [2.97127140658769, 48.55807060717961], [2.96371493632485, 48.531108733396586], [2.947985168242415, 48.52237703601119], [2.933608372527517, 48.518573658921106], [2.927303007455925, 48.50537307940349], [2.928891381685554, 48.502072547537686], [2.939085907273534, 48.50091773896945], [2.920304259082104, 48.49632769698115], [2.913260099277886, 48.49165385737534]]]}";27360.5645304;27422357.5
Forges-les-Bains;91;91249;48.619866924, 2.08295423107;"{""type"": ""Polygon"", ""coordinates"": [[[2.077910219523096, 48.59906603782046], [2.064207865869347, 48.596251364974385], [2.054815014596516, 48.6079616819198], [2.057564351767089, 48.617249088844986], [2.042622551407064, 48.62636848191564], [2.051182784867436, 48.63024213291169], [2.061166738494923, 48.62820727126177], [2.086642404613729, 48.6326332593819], [2.103280730326832, 48.640567763297284], [2.117932133814274, 48.637816577325026], [2.116964830820311, 48.62114068044014], [2.100268927143793, 48.61363928697105], [2.077910219523096, 48.59906603782046]]]}";16841.2791809;14359675.5
Chaville;92;92022;48.8076083562, 2.19234061062;"{""type"": ""Polygon"", ""coordinates"": [[[2.182939877099865, 48.797226983860426], [2.185921598811623, 48.79982865239015], [2.176739232045641, 48.814012408000664], [2.178523499163135, 48.81486112614659], [2.19766716078071, 48.81778825912576], [2.205506503732739, 48.80920635641876], [2.20263504508016, 48.79840332310286], [2.182939877099865, 48.797226983860426]]]}";7469.08889039;3333790.00001
Crécy-la-Chapelle;77;77142;48.8567446134, 2.93331153745;"{""type"": ""Polygon"", ""coordinates"": [[[2.918545972612742, 48.83555234172209], [2.907831617934057, 48.839168893953], [2.912126385594014, 48.84540450378243], [2.92585487723658, 48.849937422095664], [2.924809965316642, 48.85634895090171], [2.904940207458519, 48.855786229795626], [2.886214925195842, 48.86180432696555], [2.876514411282743, 48.86577868153063], [2.88172682533544, 48.869462135928316], [2.89577586168802, 48.86554519646639], [2.911080582043447, 48.86737415868948], [2.934190756542848, 48.8746195449527], [2.940606125441888, 48.879919802533735], [2.943903381728955, 48.88215166001867], [2.959749450233861, 48.86248117145445], [2.969540130225908, 48.85554132100677], [2.9728975499384, 48.84633303504477], [2.962201387025683, 48.8458085227477], [2.954656917231054, 48.84080561650108], [2.918545972612742, 48.83555234172209]]]}";21982.0338105;16028459.0
Garenne-Colombes (la);92;92035;48.9067577111, 2.24464604084;"{""type"": ""Polygon"", ""coordinates"": [[[2.231624896053336, 48.90065360265188], [2.229103483277148, 48.90603335333204], [2.257413276511642, 48.91355962855998], [2.258215715106153, 48.90608228184913], [2.231624896053336, 48.90065360265188]]]}";5737.83650424;1526219.0
Courcelles-sur-Viosne;95;95181;49.073025738, 1.99630178022;"{""type"": ""Polygon"", ""coordinates"": [[[1.994738541025249, 49.063424687898134], [1.978613047633891, 49.0692595182892], [1.979823313377882, 49.07522259976495], [1.995076413019166, 49.0834259757298], [2.005836685128332, 49.07769760216052], [2.015039567217168, 49.07745864866235], [2.011789761986521, 49.06770252349294], [1.997751570626545, 49.06612952882965], [1.994738541025249, 49.063424687898134]]]}";7663.59652311;3559059.0
Igny;91;91312;48.7362250613, 2.22442021749;"{""type"": ""Polygon"", ""coordinates"": [[[2.235449123822614, 48.727562170130774], [2.220793867963497, 48.725668455355226], [2.212902148744488, 48.72880078675315], [2.213676941384515, 48.73784549864515], [2.204036107205519, 48.73691812290867], [2.226414985434365, 48.75003536744732], [2.238024349288763, 48.73556585983713], [2.240999779632666, 48.732931410460424], [2.235449123822614, 48.727562170130774]]]}";8607.93466451;3796750.5
Taverny;95;95607;49.0267316203, 2.22116067166;"{""type"": ""Polygon"", ""coordinates"": [[[2.217128189840217, 49.002898539827925], [2.21494623952171, 49.00347778747939], [2.202210247016249, 49.00864537856116], [2.205179759881033, 49.01825992645417], [2.183164434509944, 49.02543189392754], [2.195287263122479, 49.031106929991395], [2.220098428267248, 49.032655431200226], [2.228292723672245, 49.04076532103627], [2.228598876970147, 49.04409435876447], [2.223861615156304, 49.0453047470604], [2.23130271424643, 49.051790889336324], [2.234868070986464, 49.049367824489615], [2.253149647049616, 49.04141702368328], [2.24407847649854, 49.03408566006256], [2.234979618522656, 49.018597399554736], [2.223938365742676, 49.01180926691533], [2.217128189840217, 49.002898539827925]]]}";16884.3066206;10426791.0
Val-Saint-Germain (le);91;91630;48.5678789376, 2.08128870384;"{""type"": ""Polygon"", ""coordinates"": [[[2.05576172301694, 48.547938897636975], [2.054649987117578, 48.57652871363823], [2.07367525410673, 48.57702019056954], [2.084179120494769, 48.58416331059892], [2.087153990526168, 48.59396468241842], [2.092980255168612, 48.593478466655874], [2.095734455681451, 48.58712136080301], [2.105281844331768, 48.58465668066936], [2.106869477666992, 48.58140309646704], [2.101563674611623, 48.55478894482551], [2.093124339702269, 48.552259958341224], [2.060760181158075, 48.54952582699318], [2.05576172301694, 48.547938897636975]]]}";15593.4514959;12678572.5
Bazemont;78;78049;48.9318976597, 1.87410045764;"{""type"": ""Polygon"", ""coordinates"": [[[1.883579452390377, 48.91717033967858], [1.878231875877711, 48.91899105862328], [1.871899970779623, 48.923392429277165], [1.853884047638998, 48.925910537519016], [1.852237513943501, 48.93434871956596], [1.856775096907061, 48.94341254669016], [1.869923799449732, 48.94714358543294], [1.871713505978143, 48.9414316443554], [1.884798650259668, 48.94051086855696], [1.893737833246441, 48.932949289728505], [1.901141392312234, 48.92947397790441], [1.883579452390377, 48.91717033967858]]]}";10743.949852;6618832.00001
Bernay-Vilbert;77;77031;48.675289546, 2.92952115165;"{""type"": ""Polygon"", ""coordinates"": [[[2.914242508280699, 48.652438364231024], [2.898940801243301, 48.674517421617274], [2.896102738676404, 48.68112602745708], [2.898889603570798, 48.6939726331532], [2.91256796219806, 48.69589027525847], [2.91462321705322, 48.701990005093926], [2.931462754215241, 48.68908479516647], [2.94669393958945, 48.686933886838354], [2.973517868605169, 48.67137320415139], [2.974238795694054, 48.66902575330189], [2.969912099679819, 48.659787168841454], [2.954798810981336, 48.66146441262795], [2.942151173902992, 48.66735048415394], [2.931501078929505, 48.659834246960784], [2.929582216628311, 48.65303307752946], [2.921787239447664, 48.65467426470169], [2.914242508280699, 48.652438364231024]]]}";19034.7211942;16845338.5
Rumont;77;77395;48.2703586481, 2.4951176944;"{""type"": ""Polygon"", ""coordinates"": [[[2.519647351176609, 48.27110899278892], [2.506060072208, 48.26122757287057], [2.481766011158764, 48.25693965570587], [2.4771845676796, 48.258323136445625], [2.473639780909071, 48.270571285611815], [2.489567237354233, 48.282023082344544], [2.502977495230316, 48.28518434132208], [2.519647351176609, 48.27110899278892]]]}";9901.33847351;6697549.49998
Nandy;77;77326;48.5821287279, 2.54782852721;"{""type"": ""Polygon"", ""coordinates"": [[[2.5603547174277, 48.56623023365368], [2.55573563625572, 48.570710858100995], [2.547892863232417, 48.568513384568476], [2.541011218592919, 48.572714949074964], [2.531595442639009, 48.57365876989206], [2.52177167572965, 48.573223888065264], [2.518277028412847, 48.58325778787237], [2.541450338188157, 48.59688743492498], [2.574333262373565, 48.58899467699787], [2.575552398698415, 48.58245035878879], [2.5603547174277, 48.56623023365368]]]}";12214.3167812;8905239.0
Chevannes;91;91159;48.5335355797, 2.44062628529;"{""type"": ""Polygon"", ""coordinates"": [[[2.470017431720988, 48.52762102032381], [2.442540920869904, 48.52091030087729], [2.413354175225755, 48.52488100617982], [2.401942883083842, 48.52915120990183], [2.404570931636072, 48.53149435432244], [2.425165596050308, 48.54447782020272], [2.44560111271856, 48.546562921086846], [2.465176547057712, 48.54147098158756], [2.472349956478765, 48.54078336288105], [2.475950104344697, 48.53569864154567], [2.470017431720988, 48.52762102032381]]]}";12986.570448;10303780.5
Clairefontaine-en-Yvelines;78;78164;48.6167741818, 1.90638035997;"{""type"": ""Polygon"", ""coordinates"": [[[1.928634188017245, 48.58195604403429], [1.875220602437732, 48.614433958181884], [1.892020272511097, 48.6264480901866], [1.877043502157157, 48.63507880714336], [1.883126177297029, 48.64387990807794], [1.893258471789668, 48.65003757595147], [1.902771575194082, 48.65087219232345], [1.909677692704536, 48.65238388353105], [1.904752584794914, 48.635363771705435], [1.926605367157216, 48.620755564816605], [1.93152797886658, 48.610922332532816], [1.932558902125149, 48.60094605032423], [1.935083608679929, 48.5861791404744], [1.928634188017245, 48.58195604403429]]]}";20756.3833833;17200377.0
Vigneux-sur-Seine;91;91657;48.7037445355, 2.42793203784;"{""type"": ""Polygon"", ""coordinates"": [[[2.454741723624092, 48.68248815915627], [2.445892860535137, 48.679191247638705], [2.427233225682148, 48.695005842256805], [2.417511412624852, 48.69441907777303], [2.400579260004065, 48.70177381629326], [2.40462004457952, 48.71088764282382], [2.414260110402738, 48.71781621119755], [2.435125455748563, 48.724096035161104], [2.44011395391029, 48.725432735857915], [2.442842772946934, 48.72068742137274], [2.435064787116117, 48.7121060346626], [2.454741723624092, 48.68248815915627]]]}";14647.290089;9007161.00002
Orcemont;78;78464;48.5968578246, 1.80955275599;"{""type"": ""Polygon"", ""coordinates"": [[[1.83230903705774, 48.571171841475525], [1.819375735709709, 48.57120613848301], [1.816657107588521, 48.581138120865795], [1.802166858581758, 48.58451971563897], [1.796817050098292, 48.59015142922935], [1.775091719095653, 48.59828740191751], [1.7771111550965, 48.60474049163271], [1.80578995523882, 48.61057325507247], [1.827546681875147, 48.61921880079524], [1.830928941349701, 48.62026860357497], [1.824448494848358, 48.594044042250694], [1.83230903705774, 48.571171841475525]]]}";16440.5899911;10738834.5
Montigny-sur-Loing;77;77312;48.3413324688, 2.75094860085;"{""type"": ""Polygon"", ""coordinates"": [[[2.73124808517086, 48.32351379620692], [2.720313082515632, 48.35283695417374], [2.794036645128217, 48.34719401040799], [2.793781300405696, 48.34346880425311], [2.784918476703634, 48.3358685294331], [2.772873575892316, 48.34089339395958], [2.764616071860021, 48.33750337400936], [2.746245226536537, 48.33290391168449], [2.741174031517163, 48.32420170103421], [2.73124808517086, 48.32351379620692]]]}";15343.9218159;8999143.00002
Plessis-Saint-Benoist;91;91495;48.4451994125, 2.0030499524;"{""type"": ""Polygon"", ""coordinates"": [[[1.994943909657336, 48.429565364672506], [1.989745051504382, 48.43347095074641], [1.971705942317081, 48.43708578532548], [1.98052258809499, 48.45306864745176], [2.010230471370333, 48.45846632981835], [2.020279297525266, 48.45709218891815], [2.020849900537043, 48.45405593781041], [2.029559325458036, 48.45264296876209], [2.038487964945285, 48.445877957119286], [2.020889499748031, 48.437420832805834], [2.01131530755978, 48.437485400357815], [1.994943909657336, 48.429565364672506]]]}";12716.0192428;9291633.99999
Marolles-en-Beauce;91;91374;48.3692255214, 2.20423612616;"{""type"": ""Polygon"", ""coordinates"": [[[2.188440136157078, 48.36047332961477], [2.178830579602618, 48.3680548568777], [2.196711636460091, 48.380233733151464], [2.201748087629287, 48.37943101835875], [2.209692876701483, 48.383703938292975], [2.222069765594975, 48.36878746412396], [2.223823914786962, 48.36612677860187], [2.232021342745218, 48.3660272360189], [2.229800691687992, 48.360920359475934], [2.188440136157078, 48.36047332961477]]]}";10615.9016086;5849316.49998
Lévis-Saint-Nom;78;78334;48.7266074685, 1.93544246617;"{""type"": ""Polygon"", ""coordinates"": [[[1.94192497986669, 48.70933655247968], [1.937580262825234, 48.71111496748376], [1.937525016996269, 48.717842844431], [1.903472093402418, 48.722383164342304], [1.906655067175226, 48.73529332745175], [1.916481816924237, 48.73356593700513], [1.932415293300005, 48.74171503714848], [1.947876824180309, 48.73370287746844], [1.961916095679212, 48.734761275946546], [1.963558245694852, 48.72533081060302], [1.959904243845935, 48.719704100289846], [1.94192497986669, 48.70933655247968]]]}";13337.3167828;8745261.00001
Vallangoujard;95;95627;49.1340749867, 2.10393344842;"{""type"": ""Polygon"", ""coordinates"": [[[2.105550735568773, 49.11355787858875], [2.100515031328002, 49.11248628964522], [2.091845442234113, 49.116359473128725], [2.093402587801008, 49.126010170295864], [2.086897007345477, 49.141435268671195], [2.090308767557175, 49.14381684521509], [2.085309258689991, 49.14908384673171], [2.08549562904522, 49.15250195905798], [2.105727573788025, 49.149354162457456], [2.11200578707246, 49.143727126127835], [2.116042961287111, 49.14166186325498], [2.126082003354004, 49.14285909607109], [2.128802230846663, 49.14001957357654], [2.114212416486921, 49.122883282150056], [2.109012373473255, 49.123339416126626], [2.105550735568773, 49.11355787858875]]]}";12912.6891332;7586868.50001
Verrières-le-Buisson;91;91645;48.75044312, 2.25171297214;"{""type"": ""Polygon"", ""coordinates"": [[[2.238024349288763, 48.73556585983713], [2.226414985434365, 48.75003536744732], [2.22450256558849, 48.75882853410981], [2.232859032169924, 48.76598806763037], [2.250043759055985, 48.7612132675196], [2.269288614654887, 48.76063999654954], [2.276145972515501, 48.75666127305422], [2.28369111286269, 48.748081131389675], [2.274517407535146, 48.74072222671914], [2.238024349288763, 48.73556585983713]]]}";12179.6268475;9678734.49999
Dannemarie;78;78194;48.7639707435, 1.60896965722;"{""type"": ""Polygon"", ""coordinates"": [[[1.624960005496309, 48.7490312449688], [1.60522642722514, 48.76058635014334], [1.584907282262544, 48.763297799418474], [1.606859073997531, 48.77486298549537], [1.614959063245329, 48.77221362297347], [1.621476657302359, 48.764526088457266], [1.624960005496309, 48.7490312449688]]]}";8910.44307698;3394112.00001
Ury;77;77477;48.3408766133, 2.60035520757;"{""type"": ""Polygon"", ""coordinates"": [[[2.614567289764505, 48.3305241788702], [2.585135891044399, 48.32583614489677], [2.576955438755409, 48.32975698141805], [2.589228261013637, 48.35813208857547], [2.592018959860151, 48.351654868701736], [2.609699391540071, 48.355601156637995], [2.617318563814714, 48.351118499480755], [2.626664742014473, 48.35224596058158], [2.614567289764505, 48.3305241788702]]]}";12434.017634;8012405.50001
Thoiry;78;78616;48.8724624004, 1.79780062062;"{""type"": ""Polygon"", ""coordinates"": [[[1.791696954851194, 48.854399942690996], [1.786929122651837, 48.855457995901276], [1.786653820487445, 48.86201201533824], [1.775130925407736, 48.87261571862389], [1.789082513727401, 48.885960988820266], [1.809924587051058, 48.885828200975205], [1.823215343381162, 48.87645290716618], [1.812093036669634, 48.869687419516275], [1.80599968410054, 48.86012894348131], [1.791696954851194, 48.854399942690996]]]}";10797.5970481;7290865.50001
Boulancourt;77;77046;48.2614508893, 2.45112404829;"{""type"": ""Polygon"", ""coordinates"": [[[2.469090079862157, 48.25528181893329], [2.4517998987883, 48.250425089177305], [2.44450893333312, 48.2544850600477], [2.440143627688969, 48.25320477879591], [2.430698263427844, 48.255760042498764], [2.421716479895822, 48.2638774414618], [2.420095228307657, 48.2667037921096], [2.473639780909071, 48.270571285611815], [2.4771845676796, 48.258323136445625], [2.469090079862157, 48.25528181893329]]]}";10737.254766;6226027.0
Fontenay-le-Vicomte;91;91244;48.5468386132, 2.40068041051;"{""type"": ""Polygon"", ""coordinates"": [[[2.404570931636072, 48.53149435432244], [2.374443938974675, 48.54540927675464], [2.390374937466352, 48.55722255661294], [2.402774167892404, 48.56319566027089], [2.425165596050308, 48.54447782020272], [2.404570931636072, 48.53149435432244]]]}";10355.7176453;6800280.50001
